,,from,to,distance
65287245,7185166272,65287245,7185166272,97.400252
65287251,7182028306,65287251,7182028306,11.17581
65287251,7182044331,65287251,7182044331,11.014271
65287254,65287260,65287254,65287260,146.840594
65287254,6910182907,65287254,6910182907,99.056091
65287260,65313365,65287260,65313365,104.954288
65287260,9207168139,65287260,9207168139,33.880116
65287261,4784127934,65287261,4784127934,9.247557
65287261,4784127935,65287261,4784127935,8.773964
65287261,6925048743,65287261,6925048743,11.144527
65287262,65287265,65287262,65287265,58.840879
65287265,65287273,65287265,65287273,66.694482
65287265,65356408,65287265,65356408,104.762082
65287273,8752095394,65287273,8752095394,63.002321
65287277,65287280,65287277,65287280,146.500193
65287277,65337022,65287277,65337022,104.598959
65287280,65346062,65287280,65346062,104.516377
65287280,3489979617,65287280,3489979617,29.352871
65287285,764849112,65287285,764849112,64.649004
65287285,6374700904,65287285,6374700904,24.03674
65287287,5025735415,65287287,5025735415,26.379606
65287288,65287287,65287288,65287287,54.033954
65287290,4177284753,65287290,4177284753,11.10488
65287298,3066641441,65287298,3066641441,10.773209
65287298,3066641451,65287298,3066641451,124.05422
65287319,2179217232,65287319,2179217232,8.31256
65287319,2179217233,65287319,2179217233,8.219355
65287319,3998089966,65287319,3998089966,25.854873
65287324,553515682,65287324,553515682,71.887708
65287324,4022924675,65287324,4022924675,93.269736
65287329,440853838,65287329,440853838,33.183307
65287332,9374497196,65287332,9374497196,10.322275
65287332,9374497199,65287332,9374497199,10.251259
65287336,4022947857,65287336,4022947857,98.711685
65287347,65287349,65287347,65287349,94.282975
65287349,4022941220,65287349,4022941220,94.287345
65287356,4022941218,65287356,4022941218,94.140863
65287360,65328822,65287360,65328822,11.051907
65287360,4022941212,65287360,4022941212,94.37228
65287366,4022941215,65287366,4022941215,94.141748
65287373,4022941217,65287373,4022941217,94.493667
65287373,5231013943,65287373,5231013943,25.354136
65287402,4017523978,65287402,4017523978,94.592952
65287415,8419911155,65287415,8419911155,9.514337
65287418,65320445,65287418,65320445,12.548122
65287418,259392513,65287418,259392513,13.406225
65287440,65287442,65287440,65287442,37.233489
65287440,65321542,65287440,65321542,66.563514
65287442,65287456,65287442,65287456,130.733236
65287442,65314272,65287442,65314272,193.775051
65287456,8180693860,65287456,8180693860,14.545426
65287458,754560703,65287458,754560703,61.094166
65287464,65287466,65287464,65287466,78.303324
65287464,5394437636,65287464,5394437636,40.159682
65287466,65287468,65287466,65287468,206.770282
65287466,65287477,65287466,65287477,326.207847
65287468,65287477,65287468,65287477,123.455934
65287468,65348048,65287468,65348048,72.214908
65287477,65287483,65287477,65287483,57.870044
65287483,65287486,65287483,65287486,38.666866
65287486,65287496,65287486,65287496,97.104546
65287496,65287502,65287496,65287502,50.085485
65287496,65309981,65287496,65309981,69.999285
65287502,65287510,65287502,65287510,134.698414
65287502,65299236,65287502,65299236,111.411299
65287510,65329545,65287510,65329545,359.87686
65287510,1211594135,65287510,1211594135,257.129824
65287542,65329954,65287542,65329954,43.46588
65287542,315426325,65287542,315426325,133.427039
65287590,2544027514,65287590,2544027514,76.836186
65287605,65302755,65287605,65302755,94.09543
65287605,258912653,65287605,258912653,10.170537
65287605,9595885995,65287605,9595885995,5.596235
65287612,65302760,65287612,65302760,94.063875
65287612,5440881180,65287612,5440881180,55.205694
65287616,6350551812,65287616,6350551812,9.582135
65287616,6350551815,65287616,6350551815,10.316892
65287619,9591245326,65287619,9591245326,11.386437
65287619,9591245329,65287619,9591245329,9.003713
65287621,8416834021,65287621,8416834021,8.810168
65287621,8416834030,65287621,8416834030,10.905941
65287627,344390874,65287627,344390874,45.942626
65287649,4691974383,65287649,4691974383,16.932109
65287655,65287660,65287655,65287660,217.26987
65287655,4743599999,65287655,4743599999,12.927972
65287660,65287662,65287660,65287662,177.220777
65287660,65289317,65287660,65289317,94.218274
65287662,65287664,65287662,65287664,30.17991
65287662,65295434,65287662,65295434,94.904329
65287664,65287668,65287664,65287668,207.905393
65287664,65347067,65287664,65347067,94.40424
65287668,65302772,65287668,65302772,94.083231
65287668,5432252660,65287668,5432252660,154.085491
65287672,65287674,65287672,65287674,208.418257
65287672,65302778,65287672,65302778,94.009123
65287674,65287678,65287674,65287678,207.504695
65287674,65302780,65287674,65302780,93.983887
65287678,65302782,65287678,65302782,93.951777
65287678,4022924671,65287678,4022924671,183.462935
65287683,258912607,65287683,258912607,45.555469
65287687,65307337,65287687,65307337,94.155002
65287687,6350551827,65287687,6350551827,93.323843
65287689,6350551715,65287689,6350551715,10.616712
65287689,6350551825,65287689,6350551825,9.836103
65287691,9591218671,65287691,9591218671,10.189499
65287699,65287700,65287699,65287700,157.797804
65287699,2701110385,65287699,2701110385,55.926956
65287700,65287702,65287700,65287702,49.654283
65287702,65287705,65287702,65287705,207.80795
65287702,65347067,65287702,65347067,94.402912
65287705,65351072,65287705,65351072,94.426014
65287705,7129335723,65287705,7129335723,184.279512
65287709,65287711,65287709,65287711,208.454571
65287709,65308500,65287709,65308500,94.484211
65287711,65287714,65287711,65287714,207.463277
65287711,65349661,65287711,65349661,94.512286
65287714,4022924674,65287714,4022924674,163.991552
65287714,4614834279,65287714,4614834279,47.270806
65287720,65360198,65287720,65360198,16.051592
65287720,6325969097,65287720,6325969097,250.984807
65287725,6325969091,65287725,6325969091,9.960717
65287734,65340911,65287734,65340911,20.289678
65287734,6325969096,65287734,6325969096,177.155912
65287736,65287734,65287736,65287734,222.300194
65287736,3695568702,65287736,3695568702,31.573495
65287741,65287736,65287741,65287736,148.763386
65287741,3158815601,65287741,3158815601,111.612189
65287746,4044866160,65287746,4044866160,94.645089
65287756,65287746,65287756,65287746,94.1865
65287762,65287763,65287762,65287763,89.074617
65287762,434823509,65287762,434823509,88.367812
65287762,633119986,65287762,633119986,28.749417
65287763,65287766,65287763,65287766,94.382399
65287763,4035920531,65287763,4035920531,11.930585
65287766,4035920524,65287766,4035920524,94.29521
65287766,4035920529,65287766,4035920529,12.075444
65287776,65287782,65287776,65287782,111.654218
65287782,3101230905,65287782,3101230905,13.772585
65287831,65287834,65287831,65287834,21.367146
65287831,4045528440,65287831,4045528440,30.524163
65287834,65287837,65287834,65287837,8.956901
65287837,750039531,65287837,750039531,70.094171
65287857,65340959,65287857,65340959,166.984253
65287857,4034195443,65287857,4034195443,101.782625
65287867,3830540903,65287867,3830540903,7.909302
65287867,3830540904,65287867,3830540904,9.17908
65287871,65287875,65287871,65287875,94.715987
65287871,65296110,65287871,65296110,201.839749
65287875,65287878,65287875,65287878,94.26628
65287875,65329585,65287875,65329585,206.172477
65287878,65287879,65287878,65287879,94.223051
65287878,65341574,65287878,65341574,205.961958
65287879,65287881,65287879,65287881,94.389976
65287879,65350556,65287879,65350556,205.728254
65287881,65287885,65287881,65287885,94.302213
65287881,65342760,65287881,65342760,207.676103
65287885,65287888,65287885,65287888,94.575149
65287885,65330018,65287885,65330018,162.949085
65287888,65287892,65287888,65287892,94.416504
65287888,65297035,65287888,65297035,114.31828
65287892,65357346,65287892,65357346,85.461576
65287892,5443211203,65287892,5443211203,51.864397
65287895,2583102392,65287895,2583102392,57.344511
65287895,7662853128,65287895,7662853128,53.191734
65287898,6355820289,65287898,6355820289,9.23476
65287902,6355820290,65287902,6355820290,8.510571
65287902,6355820291,65287902,6355820291,9.680443
65287902,6355820292,65287902,6355820292,8.184376
65287905,3999806140,65287905,3999806140,21.419456
65287922,65287928,65287922,65287928,76.248985
65287922,65289209,65287922,65289209,285.350915
65287922,65296411,65287922,65296411,136.293848
65287928,65287932,65287928,65287932,77.68127
65287928,65296414,65287928,65296414,190.418757
65287932,65287934,65287932,65287934,73.759381
65287932,65329805,65287932,65329805,175.872102
65287934,65346739,65287934,65346739,144.965032
65287934,6348551917,65287934,6348551917,7.631086
65287942,65287945,65287942,65287945,84.286814
65287942,65292979,65287942,65292979,45.889792
65287945,65287947,65287945,65287947,125.736583
65287945,65288605,65287945,65288605,76.960297
65287947,65307941,65287947,65307941,46.698818
65287952,2317662697,65287952,2317662697,92.141543
65287952,2317662718,65287952,2317662718,22.341831
65287952,2652319233,65287952,2652319233,30.57891
65287958,65287960,65287958,65287960,62.677796
65287958,65339161,65287958,65339161,118.96983
65287960,65287966,65287960,65287966,47.006483
65287960,65325497,65287960,65325497,255.27961
65287966,65287987,65287966,65287987,38.797333
65287966,65297490,65287966,65297490,255.224027
65287987,4096883485,65287987,4096883485,81.908659
65288014,65287952,65288014,65287952,33.729556
65288046,65288048,65288046,65288048,26.551483
65288046,65288725,65288046,65288725,52.952658
65288048,5040160351,65288048,5040160351,18.7338
65288048,5040160353,65288048,5040160353,46.659415
65288057,5040161925,65288057,5040161925,86.369254
65288088,65314821,65288088,65314821,84.881715
65288088,5040161945,65288088,5040161945,31.009385
65288096,369181175,65288096,369181175,26.356883
65288122,5040162344,65288122,5040162344,24.193945
65288140,65324408,65288140,65324408,34.06634
65288140,5040162106,65288140,5040162106,41.366177
65288165,65301534,65288165,65301534,49.729169
65288165,65333862,65288165,65333862,105.148231
65288178,65288182,65288178,65288182,94.251946
65288178,4038238631,65288178,4038238631,208.073826
65288182,65288184,65288182,65288184,94.349211
65288182,65297600,65288182,65297600,207.998992
65288184,65288193,65288184,65288193,93.550913
65288184,4038238651,65288184,4038238651,207.920767
65288193,65321140,65288193,65321140,207.791598
65288193,2072465118,65288193,2072465118,75.96439
65288215,2624398928,65288215,2624398928,97.285238
65288238,65366621,65288238,65366621,23.477918
65288238,4691974361,65288238,4691974361,88.787962
65288256,4044911147,65288256,4044911147,112.367988
65288271,65288273,65288271,65288273,94.242473
65288271,65321212,65288271,65321212,207.841091
65288271,4035862303,65288271,4035862303,47.64684
65288273,65321216,65288273,65321216,207.83144
65288273,258757438,65288273,258757438,85.258659
65288277,4199825140,65288277,4199825140,45.487276
65288277,4199825152,65288277,4199825152,34.518769
65288280,7778861475,65288280,7778861475,8.948144
65288280,7779091965,65288280,7779091965,8.857186
65288282,7778761859,65288282,7778761859,10.654214
65288282,7779148325,65288282,7779148325,8.789485
65288284,65288285,65288284,65288285,94.348138
65288284,65321225,65288284,65321225,207.842062
65288285,65288289,65288285,65288289,94.479904
65288285,65321227,65288285,65321227,207.855111
65288289,65297134,65288289,65297134,207.854139
65288289,8573692972,65288289,8573692972,35.248884
65288290,65288293,65288290,65288293,94.251733
65288290,4035920545,65288290,4035920545,207.855111
65288293,65288295,65288293,65288295,94.453743
65288293,4035920550,65288293,4035920550,207.855112
65288295,65288298,65288295,65288298,94.348438
65288295,65293166,65288295,65293166,207.865246
65288298,65288302,65288298,65288302,94.428141
65288298,65306589,65288298,65306589,207.866705
65288302,65288304,65288302,65288304,94.366119
65288302,65318529,65288302,65318529,207.865247
65288304,65321232,65288304,65321232,207.876839
65288304,2477311946,65288304,2477311946,19.086091
65288306,65288308,65288306,65288308,94.357458
65288306,65320130,65288306,65320130,207.866706
65288308,65288311,65288308,65288311,94.233973
65288308,65307195,65288308,65307195,207.888431
65288311,65288315,65288311,65288315,94.473299
65288311,65321233,65288311,65321233,207.888431
65288315,65288317,65288315,65288317,94.44621
65288315,65299677,65288315,65299677,207.56877
65288317,65288319,65288317,65288319,94.357698
65288317,65321235,65288317,65321235,207.888919
65288319,65324769,65288319,65324769,207.867179
65288319,3830586419,65288319,3830586419,30.369276
65288321,3830586416,65288321,3830586416,9.944146
65288321,3830586417,65288321,3830586417,12.966803
65288322,65288324,65288322,65288324,94.489527
65288322,65296091,65288322,65296091,207.88892
65288324,65288329,65288324,65288329,94.455083
65288324,65321240,65288324,65321240,207.909673
65288329,65288332,65288329,65288332,94.305255
65288329,65321242,65288329,65321242,207.900026
65288332,65288334,65288332,65288334,94.261413
65288332,65321244,65288332,65321244,207.900513
65288334,65288336,65288334,65288336,94.454645
65288334,65321247,65288334,65321247,207.911132
65288336,65288338,65288336,65288338,94.39386
65288336,65321249,65288336,65321249,207.912107
65288338,65288343,65288338,65288343,94.445984
65288338,65297007,65288338,65297007,207.911133
65288343,65288345,65288343,65288345,94.376419
65288343,65321252,65288343,65321252,207.922726
65288345,65288347,65288345,65288347,94.261094
65288345,65321255,65288345,65321255,207.921267
65288347,65288349,65288347,65288349,94.402881
65288347,65309762,65288347,65309762,207.933346
65288349,65288350,65288349,65288350,94.446844
65288349,65321257,65288349,65321257,207.92224
65288350,65288353,65288350,65288353,78.04609
65288350,65321259,65288350,65321259,207.923702
65288353,615144571,65288353,615144571,9.625315
65288545,827616345,65288545,827616345,4.771897
65288552,65288554,65288552,65288554,173.485764
65288552,293585484,65288552,293585484,7.490856
65288554,65318410,65288554,65318410,50.55931
65288554,828411483,65288554,828411483,51.698577
65288560,65319620,65288560,65319620,64.14207
65288560,1378125354,65288560,1378125354,160.614621
65288571,65288577,65288571,65288577,32.161088
65288577,65317954,65288577,65317954,38.02831
65288585,65296166,65288585,65296166,55.83298
65288585,300752568,65288585,300752568,1.914977
65288590,65288591,65288590,65288591,58.800775
65288590,3995865157,65288590,3995865157,5.458176
65288591,65288593,65288591,65288593,12.728269
65288591,6348551928,65288591,6348551928,5.96796
65288593,65288594,65288593,65288594,82.665497
